tool,apk,methods_in_diff
droidbot,app-2163f,0
droidbot,app-3674,0
droidbot,app-806f,0
droidbot,app-3798,0
droidbot,app-3878,0
droidbot,app-1221,0
droidbot,app-3507,2
droidbot,app-1684,0
droidbot,app-2322,23
droidbot,app-2079f,0
droidbot,app-2253,0
droidbot,app-3996,0
droidbot,app-3151,0
droidbot,app-1672f,0
droidbot,app-3667,0
droidbot,app-1412f,0
droidbot,app-1427f,0
droidbot,app-1382,0
droidbot,appNewds-8756,4
droidbot,appNewds-3366,5
droidbot,app-729f,0
droidbot,app-59,0
droidbot,app-239f,2
droidbot,app-2284,0
droidbot,appNewds-6082,8
droidbot,appNewds-8021,0
droidbot,app-3820,0
droidbot,app-4872,0
droidbot,app-3771,0
droidbot,app-3558,1
droidbot,app-3153,0
droidbot,app-3235,1
droidbot,app-4005,0
droidbot,app-5640,15
droidbot,app-3615,0
droidbot,appNewds-2179,8
droidbot,app-4024,0
droidbot,app-1785,0
droidbot,app-1231,5
droidbot,app-970,0
droidbot,app-1493,0
droidbot,appNewds-1581,8
droidbot,app-4087,3
droidbot,application-220,0
droidbot,app-3702,0
droidbot,app-2290f,0
droidbot,app-5628,4
droidbot,app-5421,1
droidbot,app-939f,0
droidbot,app-1815f,0
droidbot,app-3441,1
droidbot,appNewds-6610,0
droidbot,app-2323,0
droidbot,app-5715,9
droidbot,appNewds-4593,0
droidbot,app-155,0
droidbot,app-681f,5
droidbot,app-4116,0
droidbot,appNewds-2501,13
droidbot,app-1691f,0
droidbot,app-1748,0
droidbot,app-2308f,0
droidbot,app-1149,0
droidbot,app-1572,0
droidbot,app-1694f,0
droidbot,app-744,0
droidbot,app-1359,3
droidbot,app-1981f,0
droidbot,app-2235,0
droidbot,app-2269f,0
droidbot,app-2000f,5
droidbot,app-1036f,0
droidbot,app-4117,0
droidbot,app-2247,0
droidbot,app-1888,0
droidbot,app-811,0
droidbot,appNewds-1941,10
droidbot,app-3528,0
droidbot,app-445f,2
droidbot,appNewds-1146,11
droidbot,app-3764,0
droidbot,app-792,0
droidbot,app-5656,0
droidbot,application-221,0
droidbot,app-5266,6
droidbot,app-4151,0
droidbot,app-463,0
droidbot,appNewds-6089,8
droidbot,app-3983,0
droidbot,app-151,0
droidbot,appNewds-2412,21
droidbot,app-2123,0
droidbot,app-1932f,9
droidbot,app-196,0
droidbot,app-1246,0
droidbot,appNewds-6103,6
droidbot,app-1938f,47
droidbot,app-1257f,0
droidbot,app-455f,0
droidbot,app-820f,0
droidbot,app-3888,0
droidbot,app-1418,9
droidbot,app-4725,6
droidbot,app-2209,0
droidbot,app-5755,2
droidbot,app-3750,0
droidbot,app-2237f,0
droidbot,app-1305,0
droidbot,app-1649,0
droidbot,app-4750,9
droidbot,app-4370,0
droidbot,appNewds-6046,8
droidbot,app-767f,0
droidbot,appNewds-1123,14
droidbot,app-3696,0
droidbot,appNewds-1041,0
droidbot,app-2094f,0
droidbot,appNewds-6839,5
droidbot,appNewds-103,0
droidbot,appNewds-1774,0
droidbot,app-1619,0
droidbot,appNewds-7488,15
droidbot,app-1646,0
droidbot,app-1163f,0
droidbot,app-2142f,0
droidbot,app-602,0
droidbot,appNewds-9446,15
droidbot,app-722f,0
droidbot,appNewds-3519,2
droidbot,app-1008f,0
droidbot,app-1608,0
droidbot,app-361f,0
droidbot,app-5579,0
droidbot,appNewds-658,0
droidbot,app-1096,0
droidbot,app-1949f,5
droidbot,app-2049f,0
droidbot,app-1638,4
droidbot,app-964f,0
droidbot,app-3921,0
droidbot,app-1085,0
droidbot,appNewds-6928,31
droidbot,appNewds-214,4
droidbot,app-1936f,0
droidbot,app-465,0
droidbot,appNewds-458,0
droidbot,app-4778,0
droidbot,app-989f,0
droidbot,app-5578,5
droidbot,app-5500,9
droidbot,app-3140,0
droidbot,appNewds-8037,39
droidbot,app-1707f,9
droidbot,app-1436f,0
droidbot,appNewds-5948,14
droidbot,app-1773,0
droidbot,app-3574,0
droidbot,app-2370f,36
droidbot,app-584,0
droidbot,app-3447,0
droidbot,appNewds-4718,1
droidbot,app-3406,5
droidbot,app-3718,0
droidbot,appNewds-2925,4
droidbot,app-5600,0
droidbot,app-1725,0
droidbot,app-3885,0
droidbot,app-3614,0
droidbot,app-5362,0
droidbot,app-3953,0
droidbot,app-983f,0
droidbot,app-5660,0
droidbot,app-3458,0
droidbot,appNewds-8370,7
droidbot,app-313,0
droidbot,app-1007,0
droidbot,app-1251,3
droidbot,appNewds-6297,16
droidbot,app-1049f,0
droidbot,app-1471,0
droidbot,app-3204,0
droidbot,app-4790,0
droidbot,app-3109,0
droidbot,app-3819,0
droidbot,app-1118f,0
droidbot,app-5201,0
droidbot,app-762f,0
droidbot,app-532,0
droidbot,app-3446,0
droidbot,app-282,0
droidbot,app-240,0
droidbot,app-1501f,0
droidbot,app-3187,0
droidbot,app-1482f,0
droidbot,app-960f,0
droidbot,app-936,11
droidbot,app-3598,3
droidbot,appNewds-6828,0
droidbot,application-172,0
droidbot,app-1293f,4
droidbot,app-908,30
droidbot,app-2190,0
droidbot,app-1682,0
droidbot,app-1842,0
droidbot,appNewds-7410,53
droidbot,app-3846,0
droidbot,app-3789,0
droidbot,app-3890,0
droidbot,app-4948,15
droidbot,app-2280,0
droidbot,app-1804f,0
droidbot,appNewds-221,7
droidbot,app-1462,0
droidbot,app-4365,0
droidbot,app-254f,17
droidbot,app-720,2
droidbot,appNewds-6613,2
droidbot,app-3686,0
droidbot,app-1310f,0
droidbot,application-1107,0
droidbot,app-4173,0
droidbot,app-1377f,0
droidbot,app-148,0
droidbot,app-2226f,0
droidbot,appNewds-1135,40
droidbot,app-3236,0
droidbot,app-5219,0
droidbot,app-2159f,0
droidbot,app-2197f,7
droidbot,app-639,0
droidbot,app-804,19
droidbot,application-226,0
droidbot,app-1292,0
droidbot,app-3442,0
droidbot,app-1367,0
droidbot,appNewds-8177,6
droidbot,appNewds-7820,0
droidbot,app-2213,7
droidbot,appNewds-1251,4
droidbot,app-3167,0
droidbot,appNewds-494,0
droidbot,app-4554,0
droidbot,app-714,0
droidbot,app-1551,0
droidbot,app-1421f,0
droidbot,app-797,0
droidbot,appNewds-790,16
droidbot,app-4161,0
droidbot,appNewds-720,4
droidbot,app-2372f,0
droidbot,app-4313,0
droidbot,app-1866,0
droidbot,app-4162,0
droidbot,app-2201f,0
droidbot,app-1440,2
droidbot,app-790f,0
droidbot,app-1045,3
droidbot,app-3705,0
droidbot,app-1452,0
droidbot,app-801,0
droidbot,appNewds-8064,1
droidbot,app-2077,0
droidbot,app-3685,0
droidbot,app-4174,0
droidbot,app-806,0
droidbot,app-1333,0
droidbot,appNewds-8730,1
droidbot,app-2063,0
droidbot,app-941f,0
droidbot,app-5647,13
droidbot,app-3555,7
droidbot,app-4075,0
droidbot,app-4063,0
droidbot,app-2078,0
droidbot,app-1082,0
droidbot,app-4072,0
droidbot,app-595,0
droidbot,app-3896,0
droidbot,app-4859,8
droidbot,app-3629,0
droidbot,app-1040,12
droidbot,app-2137f,0
droidbot,appNewds-6371,8
droidbot,app-2337f,2
droidbot,app-1845,0
droidbot,appNewds-4945,15
droidbot,app-5076,1
droidbot,appNewds-6978,7
droidbot,app-2291,0
droidbot,app-3064,0
droidbot,app-2271,0
droidbot,app-3520,0
droidbot,app-2178,0
droidbot,app-1276f,2
droidbot,appNewds-3653,31
droidbot,appNewds-8025,4
droidbot,appNewds-32,19
droidbot,app-2227f,0
droidbot,app-2144f,0
droidbot,app-699,0
droidbot,application-971,1
droidbot,app-1663,0
droidbot,app-4332,0
droidbot,appNewds-3365,10
droidbot,app-1370f,0
droidbot,app-196f,0
droidbot,appNewds-674,0
droidbot,app-662f,0
droidbot,app-1564f,0
droidbot,app-1144,0
droidbot,appNewds-920,23
droidbot,app-5108,4
droidbot,app-3746,0
droidbot,app-3859,0
droidbot,app-852,0
droidbot,app-3481,0
droidbot,appNewds-2490,3
droidbot,app-856f,1
droidbot,app-1465f,0
droidbot,app-589,0
droidbot,app-1001,0
droidbot,app-2200f,1
droidbot,app-3429,0
droidbot,app-1170,0
droidbot,app-5535,4
droidbot,app-3053,0
droidbot,app-227,0
droidbot,app-3766,0
droidbot,app-1066f,0
droidbot,app-4146,0
droidbot,appNewds-9193,21
droidbot,appNewds-984,25
droidbot,app-289f,0
droidbot,appNewds-1938,8
droidbot,app-1781,0
droidbot,app-5097,5
droidbot,app-3965,0
droidbot,appNewds-3631,36
droidbot,app-3710,0
droidbot,app-4595,1
droidbot,appNewds-6361,5
droidbot,appNewds-1152,0
droidbot,app-410f,0
droidbot,appNewds-5373,0
droidbot,app-1294f,0
droidbot,app-5721,15
droidbot,app-3468,0
droidbot,app-5749,0
droidbot,app-1241,0
droidbot,app-3233,9
droidbot,app-5115,14
droidbot,app-4883,0
droidbot,app-2140,0
droidbot,app-3098,0
droidbot,app-2239,0
droidbot,app-4132,0
droidbot,app-1331,0
droidbot,appNewds-6973,16
droidbot,app-4022,0
droidbot,app-742,0
droidbot,app-1884f,0
droidbot,app-5326,5
droidbot,app-2069,0
droidbot,app-4329,15
droidbot,appNewds-2846,4
droidbot,appNewds-3478,35
droidbot,app-1854,0
droidbot,appNewds-5481,9
droidbot,app-3174,0
droidbot,app-2329f,24
droidbot,appNewds-8496,2
droidbot,appNewds-2894,1
droidbot,app-499,0
droidbot,appNewds-4942,8
droidbot,app-396,0
droidbot,appNewds-2153,17
droidbot,app-4139,0
droidbot,app-2322f,0
droidbot,app-2009f,0
droidbot,app-4810,0
droidbot,app-626,0
droidbot,app-677,1
droidbot,appNewds-609,22
droidbot,app-3036,0
droidbot,app-1165,0
droidbot,app-36,0
droidbot,app-833f,0
droidbot,appNewds-3260,6
droidbot,app-5325,15
droidbot,app-5707,4
droidbot,appNewds-5653,0
droidbot,appNewds-1535,0
droidbot,app-665,0
droidbot,appNewds-740,7
droidbot,app-1561f,0
droidbot,app-3430,0
droidbot,app-2387,0
droidbot,app-2256f,0
droidbot,appNewds-8498,31
droidbot,appNewds-3957,19
droidbot,appNewds-346,28
droidbot,app-1199,0
droidbot,app-269,0
droidbot,app-4122,0
droidbot,app-1285f,0
droidbot,app-3020,0
droidbot,app-653f,0
droidbot,appNewds-2751,59
droidbot,app-3579,0
droidbot,app-441,0
droidbot,app-3958,0
droidbot,app-1772,0
droidbot,app-4494,0
droidbot,app-5401,15
droidbot,app-897f,0
droidbot,appNewds-428,17
droidbot,app-3234,1
droidbot,appNewds-9336,1
droidbot,app-2277f,0
droidbot,app-1646f,0
droidbot,app-20,0
droidbot,app-561f,0
droidbot,appNewds-3704,14
droidbot,app-1321f,0
droidbot,app-1636f,0
droidbot,app-3123,0
droidbot,app-1389f,0
droidbot,app-1035,0
droidbot,app-1297,0
droidbot,app-3440,0
droidbot,app-272,0
droidbot,app-3945,0
droidbot,app-4933,0
droidbot,appNewds-1283,39
droidbot,app-272f,0
droidbot,app-4443,0
droidbot,app-3548,5
droidbot,appNewds-2259,9
droidbot,appNewds-3807,0
droidbot,app-116,0
droidbot,appNewds-1619,3
droidbot,application-999,0
droidbot,app-1913f,2
droidbot,app-1508,1
droidbot,appNewds-1981,0
droidbot,appNewds-1118,6
droidbot,app-3483,4
droidbot,app-1892f,1
droidbot,appNewds-1901,33
droidbot,app-476f,0
droidbot,application-834,0
droidbot,app-5588,0
droidbot,app-1668f,0
droidbot,app-709f,0
droidbot,appNewds-736,39
droidbot,app-3954,0
droidbot,application-716,0
droidbot,app-514,0
droidbot,app-14,0
droidbot,app-371,1
droidbot,app-3466,0
droidbot,application-91,0
droidbot,app-754,0
droidbot,app-1860,0
droidbot,app-778f,1
droidbot,app-1162f,0
droidbot,app-5684,0
droidbot,app-3131,0
droidbot,app-3116,0
droidbot,app-1997f,0
droidbot,app-1798f,14
droidbot,application-786,0
droidbot,app-3988,0
droidbot,app-616,1
droidbot,app-3473,2
droidbot,app-3099,0
droidbot,app-3478,0
droidbot,app-2265f,0
droidbot,app-4549,0
droidbot,app-1353,0
droidbot,app-1470,0
droidbot,appNewds-4416,0
droidbot,app-510f,0
droidbot,app-4409,15
droidbot,app-4401,15
droidbot,app-4067,0
droidbot,app-628,0
droidbot,app-907,0
droidbot,app-3661,0
droidbot,app-974,0
droidbot,appNewds-2963,7
droidbot,appNewds-1317,7
droidbot,app-343,0
droidbot,app-1475f,12
droidbot,app-2072f,0
droidbot,app-669f,0
droidbot,app-1173,0
droidbot,app-872f,0
droidbot,app-1824,0
droidbot,appNewds-4011,3
droidbot,appNewds-7521,5
droidbot,appNewds-3602,16
droidbot,app-4637,0
droidbot,app-1861f,0
droidbot,app-1701f,0
droidbot,app-3432,0
droidbot,app-4201,1
droidbot,app-2101f,24
droidbot,app-277f,0
droidbot,app-4426,15
droidbot,app-4191,0
droidbot,app-2053f,4
droidbot,app-284,0
droidbot,appNewds-8178,1
droidbot,application-64,0
droidbot,app-4339,0
droidbot,app-4102,1
droidbot,appNewds-8899,1
droidbot,app-21,0
droidbot,app-1690f,0
droidbot,app-1332,7
droidbot,app-4682,11
droidbot,application-440,0
droidbot,app-4082,0
droidbot,app-1364f,0
droidbot,app-1373,0
droidbot,appNewds-9180,11
droidbot,app-190,0
droidbot,app-1920f,0
droidbot,app-3939,0
droidbot,app-895,0
droidbot,app-1889,0
droidbot,app-1974f,0
droidbot,app-396f,0
droidbot,app-4195,0
droidbot,app-2332,0
droidbot,appNewds-3446,4
droidbot,app-795,0
droidbot,app-2164f,0
droidbot,app-3032,0
droidbot,app-2203f,3
droidbot,application-753,4
droidbot,app-4340,9
droidbot,app-4059,0
droidbot,app-4096,0
droidbot,app-4481,10
droidbot,app-1556,0
droidbot,app-5126,0
droidbot,app-4101,0
droidbot,app-1862f,0
droidbot,app-2382f,0
droidbot,app-2256,0
droidbot,app-546f,0
droidbot,app-2235f,0
droidbot,appNewds-4597,33
droidbot,app-3776,0
droidbot,app-3620,0
droidbot,app-3645,0
droidbot,appNewds-7853,4
droidbot,app-3842,0
droidbot,appNewds-2120,12
droidbot,app-1805,1
droidbot,app-1526,0
droidbot,app-3936,0
droidbot,app-1278,0
droidbot,appNewds-1285,3
droidbot,app-4923,15
droidbot,app-5290,6
droidbot,appNewds-1141,2
droidbot,app-12,0
droidbot,app-2080f,0
droidbot,app-2341f,1
droidbot,app-2331f,0
droidbot,app-1015,2
droidbot,app-266,1
droidbot,appNewds-1639,0
droidbot,app-624,0
droidbot,app-89,0
droidbot,app-4141,0
droidbot,app-1841f,0
droidbot,app-2326f,0
droidbot,app-3002,0
droidbot,appNewds-8698,22
droidbot,appNewds-9078,14
droidbot,app-4079,0
droidbot,app-2182,0
droidbot,app-1559,0
droidbot,appNewds-5708,1
droidbot,app-5309,0
droidbot,application-789,0
droidbot,app-1576,0
droidbot,app-2366f,12
droidbot,app-842,3
droidbot,appNewds-602,34
droidbot,app-298f,0
droidbot,app-3850,0
droidbot,appNewds-1537,5
droidbot,app-1348,0
droidbot,app-1416,0
droidbot,app-1175,0
droidbot,app-1895f,1
droidbot,app-5373,1
droidbot,app-3803,0
droidbot,app-3589,0
droidbot,app-2212f,0
droidbot,app-2356,0
droidbot,app-4503,0
droidbot,app-1808,2
droidbot,appNewds-3282,28
droidbot,app-3178,0
droidbot,app-4207,0
droidbot,app-4051,0
droidbot,appNewds-6509,15
droidbot,app-299,0
droidbot,app-1560,0
droidbot,appNewds-7946,8
droidbot,app-5350,15
droidbot,app-2077f,0
droidbot,app-3113,0
droidbot,app-1666f,0
droidbot,app-865,0
droidbot,app-812f,1
droidbot,app-281,6
droidbot,app-4564,3
droidbot,app-2029f,0
droidbot,app-170,0
droidbot,app-827f,0
droidbot,app-3788,0
droidbot,appNewds-1648,15
droidbot,app-2004f,0
droidbot,app-892,0
droidbot,app-4596,15
droidbot,app-5382,5
droidbot,appNewds-6081,8
droidbot,appNewds-6152,0
droidbot,app-5000,0
droidbot,app-962,0
droidbot,app-357f,0
droidbot,application-1077,0
droidbot,application-800,0
droidbot,appNewds-4775,11
droidbot,app-2191f,0
droidbot,app-3044,0
droidbot,appNewds-5666,0
droidbot,app-828,1
droidbot,app-3758,0
droidbot,appNewds-409,4
droidbot,appNewds-3683,0
droidbot,app-3915,0
droidbot,app-4520,0
droidbot,app-309f,0
droidbot,app-125,0
droidbot,app-5720,4
droidbot,appNewds-7453,0
droidbot,appNewds-2062,11
droidbot,app-518,0
droidbot,app-5122,15
droidbot,app-3069,0
droidbot,app-1847f,0
droidbot,app-2271f,3
droidbot,app-1103f,0
droidbot,app-627f,0
droidbot,app-3841,0
droidbot,appNewds-6632,13
droidbot,app-873f,0
droidbot,app-439f,0
droidbot,app-4046,1
droidbot,appNewds-2154,29
droidbot,appNewds-7943,27
droidbot,app-1325f,0
droidbot,app-944,3
droidbot,app-1711,0
droidbot,app-4552,1
droidbot,app-4190,0
droidbot,app-3943,0
droidbot,app-967,4
droidbot,app-1689,0
droidbot,app-217f,14
droidbot,app-1091f,0
droidbot,app-4387,0
droidbot,app-5151,0
droidbot,app-2334,0
droidbot,app-1601,0
droidbot,app-1777,0
droidbot,app-5179,1
droidbot,app-388,0
droidbot,app-597,0
droidbot,app-3013,0
droidbot,app-1496,0
droidbot,app-3479,1
droidbot,app-1803f,0
droidbot,app-2012f,2
droidbot,app-1664,0
droidbot,app-852f,0
droidbot,app-3405,0
droidbot,app-829f,0
droidbot,appNewds-6178,9
droidbot,appNewds-7173,6
droidbot,app-1196,0
droidbot,app-450f,0
droidbot,app-1372,0
droidbot,app-1474,0
droidbot,app-819f,0
droidbot,app-1431,0
droidbot,app-1530f,0
droidbot,app-461f,0
droidbot,app-5314,13
droidbot,appNewds-660,0
droidbot,app-5474,0
droidbot,app-2374,0
droidbot,app-4127,0
droidbot,appNewds-5538,7
droidbot,app-4450,37
droidbot,app-3855,0
droidbot,app-2325,0
droidbot,app-5141,3
droidbot,app-5206,15
droidbot,app-971,0
droidbot,app-3972,0
droidbot,app-5337,8
droidbot,app-3778,0
droidbot,app-1797,0
droidbot,appNewds-2702,32
droidbot,app-3206,0
droidbot,app-1428f,6
droidbot,app-2310,0
droidbot,app-2136f,0
droidbot,app-1918f,4
droidbot,app-1709,0
droidbot,appNewds-9126,5
droidbot,app-1768f,1
droidbot,application-121,2
droidbot,app-4061,0
droidbot,app-497,6
droidbot,app-2274f,0
droidbot,app-1027,0
droidbot,app-535,0
droidbot,app-3739,0
droidbot,app-3733,0
droidbot,app-5370,0
droidbot,app-3248,0
droidbot,app-3763,0
droidbot,appNewds-9,10
droidbot,application-104,0
droidbot,app-1653f,0
droidbot,app-1527,0
droidbot,app-3720,0
droidbot,app-3886,0
droidbot,app-4125,0
droidbot,app-5218,8
droidbot,app-1715f,0
droidbot,app-1575f,0
droidbot,app-2231f,0
droidbot,app-5006,0
droidbot,app-2386,0
droidbot,appNewds-4377,14
droidbot,app-838f,0
droidbot,app-3745,0
droidbot,app-664,1
droidbot,app-770,0
droidbot,appNewds-7548,0
droidbot,app-1540,0
droidbot,app-329,0
droidbot,app-1403,0
droidbot,app-1939f,0
droidbot,app-1498,0
droidbot,appNewds-373,11
droidbot,app-763,1
droidbot,app-3569,4
droidbot,app-4788,15
droidbot,appNewds-3471,7
droidbot,app-3960,0
droidbot,app-2292f,0
droidbot,appNewds-1187,25
droidbot,app-4167,0
droidbot,appNewds-6547,12
droidbot,app-942,0
droidbot,app-4047,0
droidbot,app-2378,8
droidbot,appNewds-8023,3
droidbot,app-5286,0
droidbot,app-5668,8
droidbot,app-4153,0
droidbot,app-3910,0
droidbot,app-2085f,0
droidbot,app-320f,0
droidbot,app-3514,0
droidbot,app-1759,0
droidbot,app-3498,0
droidbot,app-374,0
droidbot,app-878,0
droidbot,app-1866f,0
droidbot,app-4583,0
droidbot,app-1379,0
droidbot,app-1799f,0
droidbot,app-3964,0
droidbot,application-749,0
droidbot,app-1193f,13
droidbot,appNewds-2971,3
droidbot,app-577f,0
droidbot,app-251f,0
droidbot,app-3657,0
droidbot,app-4694,6
droidbot,app-1740f,0
droidbot,app-3041,0
droidbot,app-73,0
droidbot,app-669,0
droidbot,app-390f,0
droidbot,app-1019f,0
droidbot,appNewds-2708,3
droidbot,app-3535,1
droidbot,app-1194,0
droidbot,app-3076,0
droidbot,app-3474,0
droidbot,appNewds-6090,21
droidbot,app-4071,0
droidbot,appNewds-2626,24
droidbot,app-600,0
droidbot,app-1326,0
droidbot,app-1259,0
droidbot,app-2133f,0
droidbot,app-2273f,2
droidbot,app-3708,0
droidbot,appNewds-7930,36
droidbot,app-1184,0
droidbot,app-2373,0
droidbot,app-3695,0
droidbot,application-1062,0
droidbot,appNewds-7261,5
droidbot,app-4677,0
droidbot,app-431f,16
droidbot,app-3639,0
droidbot,appNewds-3455,0
droidbot,appNewds-7182,10
droidbot,app-3162,0
droidbot,app-5740,0
droidbot,app-719f,0
droidbot,app-1294,0
droidbot,app-3613,0
droidbot,app-4077,0
droidbot,app-1639f,0
droidbot,app-377,0
droidbot,app-3144,0
droidbot,app-3806,0
droidbot,app-3905,0
droidbot,app-385,0
droidbot,app-1268,0
droidbot,app-4950,15
droidbot,app-2073,0
droidbot,application-913,0
droidbot,appNewds-6918,7
droidbot,app-1225f,0
droidbot,appNewds-2946,0
droidbot,appNewds-6989,9
droidbot,app-3810,0
droidbot,application-647,4
droidbot,app-2200,0
droidbot,app-4492,0
droidbot,app-5589,15
droidbot,app-5369,0
droidbot,app-4638,0
droidbot,application-83,0
droidbot,app-4394,0
droidbot,appNewds-7396,0
droidbot,appNewds-113,3
droidbot,app-4091,0
droidbot,app-2230f,0
droidbot,app-1904f,6
droidbot,appNewds-6888,3
droidbot,app-1789f,1
droidbot,application-768,0
droidbot,app-4164,1
droidbot,app-467,0
droidbot,app-4150,0
droidbot,app-1772f,0
droidbot,application-734,0
droidbot,appNewds-6214,0
droidbot,appNewds-6990,9
droidbot,app-3521,0
droidbot,application-107,1
droidbot,app-723,0
droidbot,appNewds-5438,24
droidbot,appNewds-5560,0
droidbot,app-4496,4
droidbot,appNewds-4995,0
droidbot,app-252f,0
droidbot,app-5514,0
droidbot,app-4738,9
droidbot,appNewds-3692,9
droidbot,app-835f,0
droidbot,appNewds-3608,0
droidbot,app-2020f,0
droidbot,app-1623f,1
droidbot,app-995f,0
droidbot,app-459f,0
droidbot,app-3909,0
droidbot,app-2238f,12
droidbot,app-135,1
droidbot,appNewds-4915,35
droidbot,app-566,3
droidbot,app-860,2
droidbot,app-449,0
droidbot,app-2315f,3
droidbot,app-3882,0
droidbot,app-2215,0
droidbot,app-3537,2
droidbot,app-1368f,0
droidbot,app-438,0
droidbot,app-328f,0
droidbot,app-1089,0
droidbot,app-1799,9
droidbot,app-710f,13
droidbot,app-547,14
droidbot,app-958,0
droidbot,appNewds-8117,9
droidbot,app-3942,0
droidbot,app-3097,0
droidbot,app-3640,0
droidbot,app-1186,0
droidbot,app-1216,0
droidbot,app-1081,0
droidbot,app-507,0
droidbot,app-3907,0
droidbot,app-3495,0
droidbot,appNewds-3743,21
droidbot,app-3010,0
droidbot,app-368f,0
droidbot,app-5060,4
droidbot,app-1341,0
droidbot,appNewds-3073,4
droidbot,app-248,0
droidbot,app-1337f,0
droidbot,app-4148,0
droidbot,app-1479f,0
droidbot,app-1720f,0
droidbot,app-3781,1
droidbot,app-1809f,0
droidbot,app-938f,0
droidbot,application-952,0
droidbot,app-1242,0
droidbot,app-134,0
droidbot,app-2351,0
droidbot,app-2266,0
droidbot,app-3665,0
droidbot,app-591,0
droidbot,appNewds-1667,24
droidbot,app-250,0
droidbot,app-2349,0
droidbot,app-3741,0
droidbot,appNewds-1238,0
droidbot,app-3210,0
droidbot,appNewds-3004,0
droidbot,app-2252f,0
droidbot,app-1517,0
droidbot,app-1134,0
droidbot,app-1786f,0
droidbot,appNewds-1862,37
droidbot,app-5107,4
droidbot,app-3250,1
droidbot,appNewds-989,7
droidbot,app-5402,0
droidbot,app-3673,0
droidbot,app-3224,0
droidbot,app-4143,0
droidbot,app-4847,0
droidbot,app-3922,0
droidbot,app-5553,15
droidbot,app-884f,0
droidbot,app-1281f,0
droidbot,app-5078,12
droidbot,appNewds-9192,21
droidbot,app-1670f,1
droidbot,app-5488,13
droidbot,app-2273,0
droidbot,appNewds-3293,1
droidbot,app-3089,0
droidbot,app-1113f,41
droidbot,app-1838,0
droidbot,app-743,0
droidbot,app-2326,0
droidbot,appNewds-121,18
droidbot,appNewds-7942,0
droidbot,app-3024,0
droidbot,appNewds-623,3
droidbot,appNewds-250,19
droidbot,appNewds-2573,8
droidbot,app-721f,0
droidbot,app-938,0
droidbot,app-707,0
droidbot,app-1776,0
droidbot,app-3583,0
droidbot,appNewds-670,17
droidbot,appNewds-715,44
droidbot,app-217,0
droidbot,app-2374f,0
droidbot,app-5612,8
droidbot,app-4131,0
droidbot,appNewds-1108,2
droidbot,app-2092f,0
droidbot,app-4074,0
droidbot,app-949f,0
droidbot,app-2260f,0
droidbot,appNewds-3330,2
droidbot,app-1962f,0
droidbot,app-2186f,0
droidbot,app-3874,0
droidbot,app-4744,0
droidbot,app-1754,0
droidbot,app-2161f,0
droidbot,appNewds-3148,0
droidbot,app-1706f,0
droidbot,app-1911f,7
droidbot,app-1002,3
droidbot,app-1548f,10
droidbot,application-180,0
droidbot,app-4335,15
droidbot,appNewds-3159,19
droidbot,app-237,0
droidbot,app-2354,0
droidbot,app-4925,1
droidbot,app-101,0
droidbot,app-3180,0
droidbot,app-1607,1
droidbot,appNewds-1158,0
droidbot,app-1968f,0
droidbot,app-4175,0
droidbot,app-1709f,4
droidbot,app-2204f,0
droidbot,app-916,0
droidbot,app-304f,0
droidbot,app-5276,0
droidbot,appNewds-6634,4
droidbot,app-998f,0
droidbot,app-2225f,0
droidbot,app-923f,0
droidbot,app-5190,9
droidbot,appNewds-4729,35
droidbot,appNewds-9518,3
droidbot,app-1020,4
droidbot,app-4352,4
droidbot,appNewds-6075,13
droidbot,app-4140,0
droidbot,app-3724,0
droidbot,app-1926f,0
droidbot,app-1454f,0
droidbot,app-3948,0
droidbot,appNewds-526,12
droidbot,app-1245f,8
droidbot,app-745,0
droidbot,app-4493,1
droidbot,app-586f,0
droidbot,app-1512f,0
droidbot,appNewds-4246,0
droidbot,app-403,2
droidbot,app-3455,0
droidbot,app-1456,0
droidbot,app-1180f,1
droidbot,app-1413f,0
droidbot,app-1948f,0
droidbot,app-3797,0
droidbot,app-5658,0
droidbot,appNewds-7823,3
droidbot,app-5687,0
droidbot,app-1052,8
droidbot,app-367,0
droidbot,app-3634,0
droidbot,app-414,0
droidbot,app-4018,0
droidbot,app-283f,0
droidbot,appNewds-8022,36
droidbot,app-846f,0
droidbot,app-557,1
droidbot,app-2150f,0
droidbot,app-1556f,0
droidbot,app-931f,0
droidbot,app-5714,9
droidbot,appNewds-7405,6
droidbot,app-4584,1
droidbot,appNewds-7554,18
droidbot,app-1484,0
droidbot,app-4391,0
droidbot,app-95,0
droidbot,app-5231,2
droidbot,app-581f,0
droidbot,app-3585,0
droidbot,app-4369,0
droidbot,app-3740,0
droidbot,app-4524,0
droidbot,app-3443,0
droidbot,app-2161,0
droidbot,app-563f,3
droidbot,app-1767,0
droidbot,app-4875,9
droidbot,app-2313f,0
droidbot,app-1423,0
droidbot,app-2179f,6
droidbot,app-4183,0
droidbot,appNewds-3669,35
droidbot,appNewds-5047,42
droidbot,app-937f,0
droidbot,app-460,1
droidbot,app-3974,0
droidbot,app-429f,0
droidbot,app-2371f,0
droidbot,app-470f,0
droidbot,app-4049,0
droidbot,app-1694,0
droidbot,appNewds-2736,2
droidbot,app-1992f,0
droidbot,application-130,0
droidbot,app-5038,0
droidbot,appNewds-2684,16
droidbot,app-716f,0
droidbot,appNewds-1511,0
droidbot,app-1983f,0
